book_num,chap_num,term_str,n,tfidf
1,7,exertions,1,0.03459431618637297
1,7,exhausted,1,0.0478135971352466
1,7,exploits,1,0.04196397212803503
1,7,extorted,1,0.0578135971352466
1,7,facility,1,0.03459431618637297
1,7,faculties,1,0.026114347120823472
1,7,faithful,1,0.011963972128035034
1,7,family,1,0.01611434712082347
1,7,favorably,1,0.037813597135246596
1,7,feature,1,0.03459431618637297
1,7,fellow-citizens,1,0.010264722113611914
1,7,felt,1,0.018744691179161412
1,7,fight,1,0.027813597135246594
1,7,fighting,1,0.037813597135246596
1,7,find,2,0.013041533931593864
1,7,finish,1,0.0478135971352466
1,7,flashes,1,0.0578135971352466
1,7,followed,1,0.019740047914670555
1,7,for,5,0.0
1,7,forbidding,1,0.04196397212803503
1,7,force,1,0.009233787183970875
1,7,forced,1,0.027813597135246594
1,7,foreign,1,0.008271634031377843
1,7,forms,1,0.019740047914670555
1,7,found,2,0.01846757436794175
1,7,founded,1,0.023219280948873624
1,7,free,1,0.0025779775746764674
1,7,from,8,0.002117776908895294
1,7,further,1,0.014594316186372974
1,7,gallant,1,0.037813597135246596
1,7,general,1,0.009740047914670555
1,7,generous,1,0.018744691179161412
1,7,give,1,0.004959574946624114
1,7,given,1,0.008271634031377843
1,7,glut,1,0.0578135971352466
1,7,good,1,0.0022677086184702227
1,7,government,3,0.0049994960822835385
1,7,greater,1,0.010264722113611914
1,7,habits,1,0.027813597135246594
1,7,had,4,0.024457388483293884
1,7,half,1,0.023219280948873624
1,7,hands,1,0.012577977574676467
1,7,happily,1,0.021963972128035036
1,7,has,6,0.0
1,7,hatchet,1,0.0578135971352466
1,7,have,15,0.0
1,7,heaven,1,0.026114347120823472
1,7,heretofore,1,0.023219280948873624
1,7,heroes,1,0.03459431618637297
1,7,heroic,1,0.03459431618637297
1,7,high,1,0.005719063478957097
1,7,his,1,0.0025779775746764674
1,7,honor,1,0.008271634031377843
1,7,honorable,3,0.04600296600243222
1,7,how,1,0.013219280948873624
1,7,human,1,0.006938968722743202
1,7,humanity,1,0.015334322000810741
1,7,i,4,0.001058888454447647
1,7,if,3,0.004125105712498051
1,7,important,1,0.008271634031377843
1,7,imposed,1,0.023219280948873624
1,7,impressions,1,0.0478135971352466
1,7,in,21,0.0
1,7,inconsistencies,1,0.0578135971352466
1,7,incorporated,1,0.037813597135246596
1,7,independent,1,0.0169389687227432
1,7,indiscriminate,1,0.0578135971352466
1,7,infringed,1,0.0478135971352466
1,7,inherent,1,0.037813597135246596
1,7,inseparable,1,0.026114347120823472
1,7,institutions,1,0.010809199953835676
1,7,instruments,1,0.03459431618637297
1,7,insurrectional,1,0.0578135971352466
1,7,intelligent,1,0.026114347120823472
1,7,into,6,0.0213056975293537
1,7,invites,1,0.037813597135246596
1,7,is,11,0.0029119432497310294
1,7,isles,1,0.0578135971352466
1,7,issue,2,0.04918863237274595
1,7,it,18,0.0
1,7,its,9,0.004809533306531437
1,7,itself,1,0.006938968722743202
1,7,just,1,0.0025779775746764674
1,7,justice,3,0.00965784284662087
1,7,knew,1,0.029740047914670553
1,7,knife,1,0.0578135971352466
1,7,know,1,0.007813597135246595
1,7,last,2,0.022750070474998704
1,7,less,2,0.00847615417813152
1,7,let,1,0.006520766965796932
1,7,liable,1,0.0478135971352466
1,7,liberality,1,0.037813597135246596
1,7,life,1,0.00289506617194985
1,7,like,1,0.011963972128035034
1,7,little,1,0.013219280948873624
1,7,long,3,0.011671268722376978
1,7,longer,1,0.0169389687227432
1,7,loose,1,0.0578135971352466
1,7,lost,1,0.026114347120823472
1,7,made,1,0.00423807708906576
1,7,magnitude,1,0.029740047914670553
1,7,maimed,1,0.0478135971352466
1,7,maintain,1,0.009233787183970875
1,7,maintenance,1,0.020809199953835674
1,7,manifestations,1,0.0478135971352466
1,7,manly,1,0.04196397212803503
1,7,march,1,0.006114347120823471
1,7,mariners,1,0.0478135971352466
1,7,mark,1,0.03459431618637297
1,7,massacre,2,0.1156271942704932
1,7,may,2,0.0021786874310632787
1,7,me,2,0.0057901323438997
1,7,means,2,0.014739311883324125
1,7,member,1,0.024594316186372974
1,7,metals,1,0.037813597135246596
1,7,might,2,0.01846757436794175
1,7,military,1,0.01611434712082347
1,7,modes,1,0.037813597135246596
1,7,momentous,1,0.03459431618637297
1,7,more,6,0.008250211424996101
1,7,my,4,0.0021375703584584167
1,7,name,1,0.024594316186372974
1,7,nation,4,0.005500140949997401
1,7,national,2,0.007101899176451234
1,7,nations,1,0.0019639721280350336
1,7,native,1,0.027813597135246594
1,7,naturalization,1,0.04196397212803503
1,7,naturalizing,1,0.0578135971352466
1,7,nature,1,0.013219280948873624
1,7,naval,1,0.027813597135246594
1,7,necessaries,1,0.037813597135246596
1,7,necessary,2,0.020529444227223827
1,7,necessity,1,0.013219280948873624
1,7,need,1,0.006114347120823471
1,7,never,2,0.007101899176451234
1,7,no,4,0.0021375703584584167
1,7,noble,1,0.026114347120823472
1,7,nor,2,0.011438126957914194
1,7,not,13,0.003441387476954853
1,7,nothing,1,0.011963972128035034
1,7,now,3,0.0049994960822835385
1,7,number,1,0.0169389687227432
1,7,oath,1,0.00874469117916141
1,7,objects,1,0.01611434712082347
1,7,obligations,2,0.029188632372745948
1,7,occupations,1,0.04196397212803503
1,7,of,65,0.0
1,7,officer,1,0.031963972128035034
1,7,on,22,0.011756636971521291
1,7,one,1,0.00289506617194985
1,7,ones,1,0.027813597135246594
1,7,only,1,0.0019639721280350336
1,7,open,1,0.018744691179161412
1,7,opportunity,1,0.012577977574676467
1,7,or,4,0.0021375703584584167
1,7,origin,1,0.037813597135246596
1,7,other,4,0.005500140949997401
1,7,others,1,0.006520766965796932
1,7,our,22,0.005823886499462059
1,7,out,1,0.005334322000810742
1,7,outrages,1,0.0478135971352466
1,7,over,1,0.005334322000810742
1,7,own,2,0.0021786874310632787
1,7,paint,1,0.0478135971352466
1,7,part,3,0.019562300897390795
1,7,patriotism,1,0.014594316186372974
1,7,people,3,0.0016031777688438123
1,7,period,2,0.027780845814917986
1,7,permitting,1,0.03459431618637297
1,7,perpetuating,1,0.0478135971352466
1,7,persons,1,0.024594316186372974
1,7,place,1,0.004594316186372973
1,7,placed,2,0.03222869424164694
1,7,pledges,1,0.031963972128035034
1,7,policy,1,0.00874469117916141
1,7,political,3,0.017157190436871292
1,7,portion,1,0.015334322000810741
1,7,positive,1,0.037813597135246596
1,7,postulations,1,0.0578135971352466
1,7,poured,1,0.0478135971352466
1,7,powerful,1,0.01611434712082347
1,7,powers,2,0.014739311883324125
1,7,practice,2,0.03948009582934111
1,7,precept,1,0.04196397212803503
1,7,precious,1,0.020809199953835674
1,7,precise,1,0.037813597135246596
1,7,presaging,1,0.0578135971352466
1,7,presence,1,0.014594316186372974
1,7,presenting,1,0.0478135971352466
1,7,preserve,1,0.011375035237499352
1,7,presumption,1,0.0478135971352466
1,7,principle,1,0.011963972128035034
1,7,prisoners,2,0.0956271942704932
1,7,proceeding,1,0.031963972128035034
1,7,profound,1,0.023219280948873624
1,7,progress,2,0.013877937445486405
1,7,prominent,1,0.03459431618637297
1,7,proofs,1,0.037813597135246596
1,7,proper,1,0.010809199953835676
1,7,propitious,1,0.0478135971352466
1,7,prosperity,1,0.007813597135246595
1,7,protection,1,0.011375035237499352
1,7,proud,1,0.021963972128035036
1,7,proved,1,0.021963972128035036
1,7,provoking,1,0.0578135971352466
1,7,public,2,0.009188632372745946
1,7,publicly,1,0.0578135971352466
1,7,punish,1,0.0478135971352466
1,7,purpose,1,0.006938968722743202
1,7,rank,1,0.03459431618637297
1,7,rapid,1,0.027813597135246594
1,7,reality,1,0.031963972128035034
1,7,reasonable,1,0.021963972128035036
1,7,received,2,0.04918863237274595
1,7,recoil,1,0.0578135971352466
1,7,recoiled,1,0.0578135971352466
1,7,records,1,0.0578135971352466
1,7,reflect,2,0.052228694241646945
1,7,refused,1,0.0478135971352466
1,7,regaining,1,0.0478135971352466
1,7,regard,1,0.013219280948873624
1,7,reliance,2,0.05562719427049319
1,7,reluctance,1,0.04196397212803503
1,7,render,2,0.059480095829341106
1,7,renewed,1,0.020809199953835674
1,7,repeated,1,0.03459431618637297
1,7,repeating,1,0.0578135971352466
1,7,republic,1,0.011963972128035034
1,7,reputation,1,0.04196397212803503
1,7,required,1,0.0169389687227432
1,7,resheathed,1,0.0578135971352466
1,7,resort,1,0.029740047914670553
1,7,resources,2,0.01948009582934111
1,7,respect,1,0.013219280948873624
1,7,respectable,1,0.04196397212803503
1,7,responsibility,1,0.009740047914670555
1,7,restraint,1,0.04196397212803503
1,7,retained,1,0.04196397212803503
1,7,rights,2,0.0057901323438997
1,7,sacred,1,0.0169389687227432
1,7,sacrifices,1,0.029740047914670553
1,7,safety,1,0.011963972128035034
1,7,satisfaction,1,0.020809199953835674
1,7,savage,2,0.0956271942704932
1,7,savages,1,0.0578135971352466
1,7,scabbard,1,0.0578135971352466
1,7,scarcely,1,0.024594316186372974
1,7,scrupulous,1,0.037813597135246596
1,7,seas,1,0.027813597135246594
1,7,seasonable,1,0.0578135971352466
1,7,second,1,0.020809199953835674
1,7,security,1,0.009233787183970875
1,7,seen,1,0.01611434712082347
1,7,sense,3,0.02623407353748423
1,7,sentiment,1,0.018744691179161412
1,7,service,1,0.007369655941662063
1,7,severe,1,0.04196397212803503
1,7,share,1,0.012577977574676467
1,7,short,1,0.020809199953835674
1,7,should,2,0.007780845814917986
1,7,shrink,1,0.026114347120823472
1,7,sides,1,0.026114347120823472
1,7,situation,1,0.023219280948873624
1,7,smiles,1,0.0478135971352466
1,7,so,4,0.001058888454447647
1,7,society,2,0.023927944256070068
1,7,solemnity,1,0.037813597135246596
1,7,sovereignty,1,0.021963972128035036
1,7,spirit,4,0.019838299786496455
1,7,stake,1,0.04196397212803503
1,7,staked,1,0.04196397212803503
1,7,stamped,1,0.0578135971352466
1,7,state,1,0.007813597135246595
1,7,states,4,0.014203798352902468
1,7,station,1,0.019740047914670555
1,7,still,2,0.009919149893248227
1,7,strengthened,1,0.020809199953835674
1,7,strongest,1,0.027813597135246594
1,7,struggles,1,0.04196397212803503
1,7,success,2,0.01846757436794175
1,7,successful,1,0.023219280948873624
1,7,successive,1,0.037813597135246596
1,7,such,3,0.011671268722376978
1,7,suffering,1,0.021963972128035036
1,7,sufferings,1,0.0478135971352466
1,7,sufficient,1,0.013219280948873624
1,7,supplying,1,0.037813597135246596
1,7,support,2,0.013041533931593864
1,7,sure,1,0.018744691179161412
1,7,surpassed,1,0.04196397212803503
1,7,surrender,1,0.026114347120823472
1,7,sword,1,0.029740047914670553
1,7,sympathies,1,0.03459431618637297
1,7,sympathy,1,0.026114347120823472
1,7,systematic,1,0.037813597135246596
1,7,taken,1,0.012577977574676467
1,7,termination,1,0.04196397212803503
1,7,terms,1,0.01611434712082347
1,7,than,1,0.0013750352374993502
1,7,that,10,0.0
1,7,the,100,0.0
1,7,their,10,0.005343925896146042
1,7,them,8,0.011000281899994802
1,7,themselves,1,0.005719063478957097
1,7,there,1,0.0019639721280350336
1,7,these,4,0.0032367998153426986
1,7,they,8,0.008714749724253115
1,7,thirst,1,0.0478135971352466
1,7,this,6,0.0
1,7,those,2,0.0027500704749987004
1,7,though,1,0.013219280948873624
1,7,thousands,1,0.026114347120823472
1,7,threatened,1,0.026114347120823472
1,7,through,1,0.00423807708906576
1,7,thrown,1,0.0578135971352466
1,7,thursday,1,0.027813597135246594
1,7,title,1,0.029740047914670553
1,7,to,42,0.0
1,7,torture,1,0.0478135971352466
1,7,traitors,1,0.0578135971352466
1,7,triumphs,1,0.031963972128035034
1,7,troops,1,0.037813597135246596
1,7,true,1,0.00874469117916141
1,7,trust,1,0.008271634031377843
1,7,unavoidable,1,0.037813597135246596
1,7,unconquerable,1,0.04196397212803503
1,7,under,3,0.01065284876467685
1,7,undermine,1,0.0478135971352466
1,7,unexampled,1,0.04196397212803503
1,7,united,5,0.016096404744368117
1,7,unlawfulness,1,0.0578135971352466
1,7,until,4,0.0677558748909728
1,7,us,1,0.0008091999538356746
1,7,usage,1,0.04196397212803503
1,7,usages,1,0.0578135971352466
1,7,valor,1,0.04196397212803503
1,7,value,1,0.021963972128035036
1,7,vanquished,1,0.0478135971352466
1,7,vaults,1,0.0578135971352466
1,7,very,1,0.010809199953835676
1,7,vessels,1,0.04196397212803503
1,7,victory,1,0.024594316186372974
1,7,view,1,0.013890422907458993
1,7,violate,1,0.027813597135246594
1,7,virtuous,1,0.029740047914670553
1,7,visible,1,0.0478135971352466
1,7,voice,1,0.013890422907458993
1,7,waged,1,0.0578135971352466
1,7,wanting,1,0.037813597135246596
1,7,war,15,0.05326424382338425
1,7,warfare,1,0.037813597135246596
1,7,was,7,0.022534966642115368
1,7,way,1,0.007369655941662063
1,7,we,4,0.001058888454447647
1,7,weight,1,0.021963972128035036
1,7,were,1,0.006938968722743202
1,7,what,1,0.004959574946624114
1,7,when,2,0.003332997388189026
1,7,which,16,0.004235553817790588
1,7,whose,1,0.009740047914670555
1,7,will,3,0.0016031777688438123
1,7,with,9,0.002382499022507206
1,7,without,4,0.014203798352902468
1,7,wonder,1,0.037813597135246596
1,7,work,1,0.005334322000810742
1,7,world,1,0.0013750352374993502
1,7,would,2,0.003332997388189026
1,7,wrongs,1,0.04196397212803503
1,8,",",171,0.0
1,8,--,3,0.002473863947422061
1,8,1817,1,0.017386762594635126
1,8,4,1,0.00317988770151324
1,8,a,62,0.005968280379614011
1,8,able,2,0.014356398483396766
1,8,about,1,0.00317988770151324
1,8,abroad,1,0.006159624990088437
1,8,abundant,2,0.02324652518402548
1,8,accessible,1,0.015259626228376375
1,8,accomplish,1,0.010114035321907853
1,8,accomplishing,1,0.015259626228376375
1,8,accord,1,0.012579751340499263
1,8,account,1,0.010814562878062019
1,8,act,1,0.003930618165031155
1,8,action,1,0.0037326262231316045
1,8,activity,1,0.012579751340499263
1,8,add,2,0.013632502675753753
1,8,additional,1,0.010814562878062019
1,8,adequate,2,0.015973797911298205
1,8,administered,1,0.00949612622575399
1,8,administration,2,0.006015733841002068
1,8,administrations,2,0.02324652518402548
1,8,admit,1,0.012579751340499263
1,8,admitted,1,0.008443374890499499
1,8,admonish,1,0.017386762594635126
1,8,admonition,1,0.013750398958271489
1,8,adopt,1,0.008943387704135627
1,8,advance,1,0.005576117091203906
1,8,advanced,1,0.008943387704135627
1,8,advantage,1,0.007178199241698383
1,8,advantageously,2,0.03477352518927025
1,8,advantages,3,0.026830163112406883
1,8,adverse,1,0.013750398958271489
1,8,affected,1,0.012579751340499263
1,8,affecting,1,0.008943387704135627
1,8,affections,1,0.01162326259201274
1,8,afford,1,0.006816251337876876
1,8,afforded,2,0.021629125756124037
1,8,again,1,0.003541835605334747
1,8,against,9,0.015035943882675184
1,8,agents,1,0.010114035321907853
1,8,agitated,1,0.017386762594635126
1,8,agricultural,1,0.008943387704135627
1,8,agriculture,1,0.006159624990088437
1,8,aid,2,0.009147620054310157
1,8,aided,1,0.012579751340499263
1,8,all,15,0.0
1,8,almighty,1,0.004350535319285467
1,8,almost,1,0.0058597625893903535
1,8,alone,1,0.003007866920501034
1,8,along,1,0.008443374890499499
1,8,aloof,1,0.021023126230998765
1,8,already,2,0.010102125750879267
1,8,always,6,0.019079326209079442
1,8,am,1,0.0022233989530267167
1,8,american,1,0.0014146992390759974
1,8,among,3,0.004244097717227993
1,8,amount,2,0.020228070643815706
1,8,amply,1,0.013750398958271489
1,8,an,8,0.0007701006941437434
1,8,ancient,1,0.00530702406777199
1,8,and,122,0.0
1,8,annoyance,1,0.017386762594635126
1,8,another,1,0.003007866920501034
1,8,anticipated,1,0.010114035321907853
1,8,anxiety,1,0.008443374890499499
1,8,any,7,0.004241996675876942
1,8,anyone,1,0.01162326259201274
1,8,application,1,0.00949612622575399
1,8,appreciated,1,0.021023126230998765
1,8,approach,1,0.010114035321907853
1,8,approached,1,0.017386762594635126
1,8,approaching,1,0.01162326259201274
1,8,ardent,1,0.00949612622575399
1,8,are,20,0.0
1,8,army,2,0.020228070643815706
1,8,arrangement,2,0.02324652518402548
1,8,arrangements,1,0.01162326259201274
1,8,as,24,0.00231030208243123
1,8,ascertained,1,0.015259626228376375
1,8,asked,1,0.00949612622575399
1,8,assume,1,0.006477671685544216
1,8,at,8,0.0023540362293401444
1,8,atlantic,1,0.01162326259201274
1,8,attain,1,0.010814562878062019
1,8,attained,1,0.00949612622575399
1,8,attainment,1,0.012579751340499263
1,8,attended,1,0.013750398958271489
1,8,attending,1,0.015259626228376375
1,8,attention,4,0.023439050357561414
1,8,augments,1,0.021023126230998765
1,8,auspices,1,0.015259626228376375
1,8,author,1,0.010814562878062019
1,8,auxiliary,1,0.017386762594635126
1,8,await,1,0.012579751340499263
1,8,bays,1,0.021023126230998765
1,8,be,50,0.0
1,8,bear,1,0.006477671685544216
1,8,became,1,0.008943387704135627
1,8,become,3,0.008523924147541741
1,8,been,22,0.004275140716916833
1,8,before,1,0.0009374463907914426
1,8,being,4,0.014930504892526418
1,8,believed,1,0.007986898955649102
1,8,belong,1,0.010814562878062019
1,8,beneficent,1,0.00949612622575399
1,8,benign,1,0.010114035321907853
1,8,besides,1,0.013750398958271489
1,8,best,9,0.013870070473306123
1,8,better,1,0.003007866920501034
1,8,between,3,0.008523924147541741
1,8,beyond,2,0.007465252446263209
1,8,bind,1,0.008443374890499499
1,8,blessed,3,0.025330124671498498
1,8,blessings,2,0.01061404813554398
1,8,body,2,0.011152234182407812
1,8,both,1,0.00317988770151324
1,8,branch,2,0.016886749780998998
1,8,branches,1,0.007986898955649102
1,8,break,1,0.010814562878062019
1,8,bring,2,0.007465252446263209
1,8,brought,1,0.007178199241698383
1,8,burdens,1,0.00756698180139479
1,8,but,5,0.00048131293383983957
1,8,by,30,0.0
1,8,calamities,1,0.017386762594635126
1,8,calculating,1,0.021023126230998765
1,8,called,2,0.006015733841002068
1,8,calling,1,0.008943387704135627
1,8,campaign,1,0.015259626228376375
1,8,can,8,0.001554596624333394
1,8,canals,1,0.013750398958271489
1,8,candor,1,0.01162326259201274
1,8,capital,2,0.015973797911298205
1,8,care,1,0.004573810027155079
1,8,career,2,0.02324652518402548
1,8,carriers,1,0.017386762594635126
1,8,case,1,0.008943387704135627
1,8,cases,1,0.010114035321907853
1,8,casualties,1,0.021023126230998765
1,8,cause,3,0.011791854495093465
1,8,causes,1,0.008943387704135627
1,8,certain,1,0.004573810027155079
1,8,character,1,0.0037326262231316045
1,8,characterize,1,0.015259626228376375
1,8,charged,1,0.00949612622575399
1,8,cherish,1,0.00756698180139479
1,8,cherished,1,0.00949612622575399
1,8,chief,1,0.003541835605334747
1,8,choose,1,0.01162326259201274
1,8,circumstances,3,0.015921072203315973
1,8,cities,1,0.00949612622575399
1,8,citizen,5,0.021752676596427333
1,8,citizens,4,0.006164475765913832
1,8,civilization,1,0.00530702406777199
1,8,claim,1,0.008443374890499499
1,8,claiming,1,0.017386762594635126
1,8,climate,1,0.010814562878062019
1,8,cling,1,0.017386762594635126
1,8,closely,1,0.013750398958271489
1,8,closest,1,0.017386762594635126
1,8,coast,2,0.025159502680998525
1,8,comfort,1,0.008943387704135627
1,8,command,1,0.00756698180139479
1,8,commence,1,0.012579751340499263
1,8,commencement,1,0.012579751340499263
1,8,commencing,1,0.015259626228376375
1,8,commerce,3,0.011197878669394815
1,8,committing,1,0.021023126230998765
1,8,common,2,0.005046522707449601
1,8,communicate,1,0.017386762594635126
1,8,community,3,0.015921072203315973
1,8,compact,1,0.012579751340499263
1,8,competency,2,0.027500797916542977
1,8,competent,1,0.00949612622575399
1,8,competition,1,0.010814562878062019
1,8,complete,3,0.022700945404184374
1,8,completely,1,0.015259626228376375
1,8,comport,1,0.021023126230998765
1,8,concerns,1,0.00756698180139479
1,8,condition,3,0.015921072203315973
1,8,conduct,3,0.015921072203315973
1,8,confidence,2,0.0033413208628167075
1,8,confined,1,0.013750398958271489
1,8,conflicts,1,0.013750398958271489
1,8,connected,4,0.04045614128763141
1,8,conscious,2,0.01899225245150798
1,8,considerations,1,0.010114035321907853
1,8,consistent,2,0.017886775408271254
1,8,conspicuously,1,0.015259626228376375
1,8,constant,1,0.006477671685544216
1,8,constituent,1,0.017386762594635126
1,8,constitute,1,0.01162326259201274
1,8,constituting,1,0.021023126230998765
1,8,constitution,4,0.008893595812106867
1,8,constitutional,2,0.008701070638570934
1,8,containing,1,0.017386762594635126
1,8,contains,1,0.013750398958271489
1,8,contemplating,1,0.017386762594635126
1,8,contest,1,0.00949612622575399
1,8,continue,1,0.0037326262231316045
1,8,contribute,1,0.012579751340499263
1,8,contributed,1,0.010814562878062019
1,8,convenience,1,0.01162326259201274
1,8,convulsed,1,0.021023126230998765
1,8,corrupt,1,0.021023126230998765
1,8,could,1,0.003007866920501034
1,8,countries,2,0.012955343371088432
1,8,country,9,0.004500115322725147
1,8,course,1,0.003357740794171227
1,8,credit,1,0.006477671685544216
1,8,crime,1,0.00949612622575399
1,8,crisis,1,0.007986898955649102
1,8,cultivate,2,0.017886775408271254
1,8,cultivator,1,0.021023126230998765
1,8,daily,1,0.00949612622575399
1,8,dangers,7,0.04534370179880952
1,8,day,1,0.0026798748878771135
1,8,dear,1,0.010114035321907853
1,8,debasement,1,0.021023126230998765
1,8,debt,1,0.006816251337876876
1,8,deeply,1,0.005051062875439633
1,8,defaulters,1,0.021023126230998765
1,8,defects,1,0.015259626228376375
1,8,defense,2,0.01061404813554398
1,8,deficiency,1,0.015259626228376375
1,8,degenerate,1,0.017386762594635126
1,8,degree,4,0.022304468364815623
1,8,degrees,1,0.017386762594635126
1,8,demand,1,0.006159624990088437
1,8,demolish,1,0.021023126230998765
1,8,demoralizing,1,0.013750398958271489
1,8,department,1,0.008443374890499499
1,8,departments,2,0.012955343371088432
1,8,depend,3,0.018478874970265312
1,8,dependent,3,0.04577887868512913
1,8,depends,1,0.008443374890499499
1,8,depositaries,1,0.021023126230998765
1,8,deprived,1,0.015259626228376375
1,8,derive,2,0.025159502680998525
1,8,derived,1,0.01162326259201274
1,8,deserving,1,0.012579751340499263
1,8,desire,1,0.004807011254135863
1,8,destiny,1,0.005576117091203906
1,8,destitute,1,0.021023126230998765
1,8,destructive,1,0.010814562878062019
1,8,dictated,1,0.017386762594635126
1,8,did,3,0.013051605957856403
1,8,different,1,0.005051062875439633
1,8,difficulties,2,0.013632502675753753
1,8,dignity,1,0.006816251337876876
1,8,diminish,1,0.013750398958271489
1,8,disbursement,2,0.027500797916542977
1,8,discharge,3,0.015921072203315973
1,8,discord,2,0.02324652518402548
1,8,displayed,1,0.012579751340499263
1,8,disregard,1,0.010814562878062019
1,8,distance,1,0.012579751340499263
1,8,distances,1,0.021023126230998765
1,8,distant,1,0.007178199241698383
1,8,distinguished,2,0.013632502675753753
1,8,distress,1,0.013750398958271489
1,8,divine,1,0.006816251337876876
1,8,do,4,0.0032984852632294147
1,8,does,2,0.008272752899999528
1,8,domain,1,0.012579751340499263
1,8,domestic,3,0.013721430081465237
1,8,done,4,0.018295240108620315
1,8,doubt,2,0.011719525178780707
1,8,drawn,1,0.010114035321907853
1,8,dread,1,0.012579751340499263
1,8,due,2,0.011719525178780707
1,8,duly,2,0.04204625246199753
1,8,duration,1,0.012579751340499263
1,8,during,1,0.0058597625893903535
1,8,duties,6,0.016079249327262683
1,8,duty,3,0.00623897834068047
1,8,each,4,0.00565879695630399
1,8,early,2,0.017886775408271254
1,8,earnest,1,0.008443374890499499
1,8,easily,1,0.010814562878062019
1,8,easy,1,0.010814562878062019
1,8,economy,1,0.003357740794171227
1,8,educated,1,0.013750398958271489
1,8,effect,4,0.02463849996035375
1,8,efficiency,1,0.010114035321907853
1,8,efforts,2,0.008272752899999528
1,8,either,1,0.004573810027155079
1,8,elapsed,1,0.013750398958271489
1,8,elective,1,0.013750398958271489
1,8,elements,1,0.008943387704135627
1,8,emergency,2,0.02324652518402548
1,8,eminent,2,0.025159502680998525
1,8,emphatically,1,0.013750398958271489
1,8,enable,1,0.008443374890499499
1,8,encountered,1,0.015259626228376375
1,8,encouragement,2,0.014356398483396766
1,8,endeavor,2,0.011719525178780707
1,8,engaged,3,0.023960696866947313
1,8,engine,1,0.017386762594635126
1,8,enhance,1,0.015259626228376375
1,8,enjoy,2,0.016886749780998998
1,8,enjoyed,1,0.007986898955649102
1,8,enjoying,1,0.021023126230998765
1,8,enjoyment,1,0.010114035321907853
1,8,enlarged,1,0.008443374890499499
1,8,enlargement,1,0.013750398958271489
1,8,enlightened,1,0.006159624990088437
1,8,enlightening,1,0.021023126230998765
1,8,ensued,1,0.021023126230998765
1,8,enter,3,0.022700945404184374
1,8,equal,3,0.008039624663631341
1,8,equally,3,0.02153459772509515
1,8,essential,3,0.011197878669394815
1,8,essentially,2,0.027500797916542977
1,8,establishment,1,0.007178199241698383
1,8,estimate,2,0.027500797916542977
1,8,europe,2,0.016886749780998998
1,8,even,1,0.0025232613537248005
1,8,event,3,0.028488378677261974
1,8,events,1,0.006477671685544216
1,8,ever,2,0.005046522707449601
1,8,every,14,0.009998403560905625
1,8,everything,2,0.016886749780998998
1,8,evince,1,0.021023126230998765
1,8,exalted,1,0.008443374890499499
1,8,examination,1,0.015259626228376375
1,8,example,4,0.02122809627108796
1,8,examples,1,0.010114035321907853
1,8,excellence,1,0.015259626228376375
1,8,executive,4,0.014930504892526418
1,8,exercising,1,0.013750398958271489
1,8,exertions,1,0.012579751340499263
1,8,exhausting,1,0.021023126230998765
1,8,exhibit,1,0.012579751340499263
1,8,exhibited,1,0.012579751340499263
1,8,exist,1,0.008943387704135627
1,8,expand,1,0.017386762594635126
1,8,expect,1,0.006159624990088437
1,8,expense,2,0.021629125756124037
1,8,experience,3,0.011197878669394815
1,8,experienced,1,0.012579751340499263
1,8,experiencing,1,0.021023126230998765
1,8,experiment,1,0.006816251337876876
1,8,explain,2,0.03477352518927025
1,8,explaining,1,0.021023126230998765
1,8,exploits,1,0.015259626228376375
1,8,expose,1,0.015259626228376375
1,8,exposed,1,0.013750398958271489
1,8,expressing,1,0.012579751340499263
1,8,expression,1,0.006477671685544216
1,8,extend,1,0.007986898955649102
1,8,extended,1,0.006477671685544216
1,8,extending,3,0.03773925402149779
1,8,extensive,1,0.013750398958271489
1,8,extent,3,0.018478874970265312
1,8,extraordinary,1,0.00949612622575399
1,8,facilitating,1,0.021023126230998765
1,8,facilities,1,0.00949612622575399
1,8,facility,1,0.012579751340499263
1,8,fail,3,0.018478874970265312
1,8,fair,3,0.013051605957856403
1,8,faithful,6,0.026103211915712805
1,8,fallen,1,0.01162326259201274
1,8,family,1,0.0058597625893903535
1,8,far,2,0.004446797906053433
1,8,favor,3,0.015153188626318903
1,8,favorable,2,0.01899225245150798
1,8,favored,2,0.01899225245150798
1,8,features,1,0.013750398958271489
1,8,feel,1,0.004807011254135863
1,8,feeling,1,0.008443374890499499
1,8,felicitate,1,0.021023126230998765
1,8,felicity,1,0.015259626228376375
1,8,fellow-citizens,5,0.01866313111565802
1,8,fellow-men,1,0.017386762594635126
1,8,felt,2,0.013632502675753753
1,8,fertile,1,0.015259626228376375
1,8,fervent,1,0.010114035321907853
1,8,few,1,0.005576117091203906
1,8,fidelity,1,0.010814562878062019
1,8,find,4,0.009484751950250081
1,8,finished,1,0.015259626228376375
1,8,first,2,0.0038795069096805392
1,8,fisheries,1,0.017386762594635126
1,8,flourished,1,0.021023126230998765
1,8,flourishes,1,0.021023126230998765
1,8,flourishing,1,0.017386762594635126
1,8,foe,1,0.013750398958271489
1,8,following,1,0.01162326259201274
1,8,footing,1,0.015259626228376375
1,8,for,19,0.0
1,8,force,7,0.02350418555919859
1,8,forces,1,0.007178199241698383
1,8,foreign,9,0.02707080228450931
1,8,form,1,0.0037326262231316045
1,8,formed,4,0.03026792720557916
