book_num,chap_num,term_str,n,tfidf
1,1,some,3,0.020207578798051542
1,1,staked,1,0.03617583804140951
1,1,states,2,0.006122326876251064
1,1,station,2,0.034034565370121644
1,1,step,1,0.02397723890969534
1,1,still,1,0.004275495643641477
1,1,strongly,1,0.0275551483862371
1,1,struggle,1,0.017017282685060822
1,1,study,1,0.032597928564867755
1,1,subject,2,0.019612129719826468
1,1,submitted,1,0.0275551483862371
1,1,substitute,1,0.03617583804140951
1,1,success,2,0.015920322730984267
1,1,such,3,0.010061438553773257
1,1,sufficient,1,0.011395931852477262
1,1,sufficiently,1,0.0275551483862371
1,1,summoned,1,0.029822686367562908
1,1,summons,1,0.032597928564867755
1,1,supplication,1,0.04983930787521258
1,1,supplications,1,0.029822686367562908
1,1,supply,1,0.025637972340233236
1,1,suppressed,1,0.03617583804140951
1,1,surest,1,0.02397723890969534
1,1,swayed,1,0.04121861822004017
1,1,system,2,0.014261437985134212
1,1,take,1,0.005981869588571726
1,1,talents,1,0.020016621507649674
1,1,task,1,0.011974502506430165
1,1,temperate,1,0.04121861822004017
1,1,tendering,1,0.04983930787521258
1,1,than,6,0.007112251228444915
1,1,that,18,0.0
1,1,the,116,0.0
1,1,their,3,0.0013820498007274245
1,1,them,2,0.0023707504094816383
1,1,themselves,2,0.00986045427406396
1,1,then,1,0.006735859599350514
1,1,thence,1,0.04983930787521258
1,1,there,3,0.005079238262159569
1,1,therefore,1,0.01031376907589227
1,1,these,3,0.0020927585012991586
1,1,they,3,0.002817268229823205
1,1,thinking,1,0.04121861822004017
1,1,this,10,0.0
1,1,thoroughly,1,0.04121861822004017
1,1,those,3,0.0035561256142224574
1,1,thought,1,0.011974502506430165
1,1,thus,1,0.01321924310414719
1,1,time,1,0.0011853752047408191
1,1,to,48,0.0
1,1,together,1,0.008848898373803373
1,1,token,1,0.04983930787521258
1,1,too,3,0.020207578798051542
1,1,tranquil,1,0.04121861822004017
1,1,tranquillity,1,0.02397723890969534
1,1,transcendent,1,0.04121861822004017
1,1,transmitted,1,0.03617583804140951
1,1,tribute,1,0.04121861822004017
1,1,trust,2,0.014261437985134212
1,1,truth,1,0.013891678552434027
1,1,unanimity,1,0.03617583804140951
1,1,under,5,0.01530581719062766
1,1,undertaking,1,0.032597928564867755
1,1,union,2,0.015077053757174845
1,1,united,4,0.01110096878921939
1,1,universe,1,0.032597928564867755
1,1,unparalleled,1,0.03617583804140951
1,1,unpracticed,1,0.04983930787521258
1,1,untried,1,0.04983930787521258
1,1,urged,1,0.025637972340233236
1,1,us,1,0.0006975861670997195
1,1,veneration,1,0.032597928564867755
1,1,vicissitudes,1,0.029822686367562908
1,1,views,2,0.02643848620829438
1,1,virtue,1,0.017017282685060822
1,1,voice,2,0.02394900501286033
1,1,voluntary,1,0.029822686367562908
1,1,was,4,0.01110096878921939
1,1,waste,1,0.017938965477444547
1,1,watch,1,0.029822686367562908
1,1,way,1,0.006353151673846605
1,1,we,1,0.0002282087186309584
1,1,weighty,1,0.04121861822004017
1,1,well,2,0.006122326876251064
1,1,when,1,0.0014366368052538903
1,1,which,36,0.008215513870714503
1,1,whilst,1,0.025637972340233236
1,1,who,3,0.0035561256142224574
1,1,whose,2,0.016793186059776817
1,1,will,10,0.004606832669091415
1,1,win,1,0.0275551483862371
1,1,wise,1,0.010843084116100401
1,1,wisest,1,0.029822686367562908
1,1,with,17,0.0038795482167262928
1,1,without,2,0.006122326876251064
1,1,world,1,0.0011853752047408191
1,1,would,1,0.0014366368052538903
1,1,years,1,0.0033538128512577525
1,1,you,5,0.02810675416291781
1,1,your,9,0.07164145228942921
1,2,(,1,0.18918704758748442
1,2,),1,0.18918704758748442
1,2,",",4,0.0
1,2,about,1,0.06726685522431854
1,2,act,1,0.08314769195258212
1,2,administration,1,0.06362795408752188
1,2,again,1,0.07492344549746581
1,2,all,1,0.0
1,2,am,2,0.09406687878189957
1,2,america,1,0.07492344549746581
1,2,an,1,0.0020363239508608597
1,2,and,2,0.0
1,2,any,2,0.02563844144760789
1,2,are,1,0.0
1,2,arrive,1,0.44471997796343543
1,2,be,2,0.0
1,2,been,1,0.004110712227804647
1,2,besides,1,0.2908738241172815
1,2,by,2,0.0
1,2,called,1,0.06362795408752188
1,2,ceremony,1,0.22876959934361965
1,2,chief,1,0.07492344549746581
1,2,citizens,1,0.03260059299281354
1,2,confidence,1,0.03534089374133056
1,2,constitution,1,0.04703343939094978
1,2,constitutional,1,0.09203055483103872
1,2,country,1,0.010577194134610387
1,2,distinguished,1,0.14418993214739548
1,2,during,1,0.12395651631402671
1,2,endeavor,1,0.12395651631402671
1,2,entertain,1,0.22876959934361965
1,2,execute,1,0.14418993214739548
1,2,execution,1,0.18918704758748442
1,2,express,1,0.13029975940571695
1,2,fellow,1,0.11795632308315955
1,2,for,1,0.0
1,2,found,1,0.07102913218439136
1,2,functions,1,0.13029975940571695
1,2,government,1,0.012819220723803945
1,2,has,1,0.0
1,2,have,1,0.0
1,2,high,1,0.043992795991977675
1,2,honor,1,0.06362795408752188
1,2,i,6,0.012217943705165159
1,2,if,1,0.010577194134610387
1,2,in,3,0.0
1,2,incurring,1,0.3677969010403585
1,2,injunctions,1,0.32279978560026945
1,2,instance,1,0.18918704758748442
1,2,it,2,0.0
1,2,its,1,0.004110712227804647
1,2,knowingly,1,0.32279978560026945
1,2,magistrate,1,0.2139507471942046
1,2,may,1,0.008379567042551073
1,2,me,1,0.022269739784229615
1,2,my,2,0.008221424455609295
1,2,now,2,0.02563844144760789
1,2,oath,2,0.13453371044863707
1,2,occasion,1,0.08314769195258212
1,2,of,11,0.0
1,2,office,1,0.05337668248264002
1,2,official,1,0.16895363175411565
1,2,or,1,0.004110712227804647
1,2,people,1,0.004110712227804647
1,2,presence,1,0.11226397066440749
1,2,present,1,0.05337668248264002
1,2,president,1,0.056689661089708174
1,2,previous,1,0.32279978560026945
1,2,proper,1,0.08314769195258212
1,2,punishment,1,0.20087959323710367
1,2,reposed,1,0.2661101245105613
1,2,requires,1,0.16007076887565902
1,2,sense,1,0.06726685522431854
1,2,shall,3,0.03845766217141184
1,2,solemn,1,0.08314769195258212
1,2,subject,1,0.08750027105768732
1,2,take,1,0.05337668248264002
1,2,that,1,0.0
1,2,the,13,0.0
1,2,thereof,1,0.2661101245105613
1,2,this,2,0.0
1,2,to,5,0.0
1,2,united,1,0.02476369960672018
1,2,upbraidings,1,0.44471997796343543
1,2,upon,1,0.022269739784229615
1,2,violated,1,0.3677969010403585
1,2,voice,1,0.1068494069804538
1,2,when,1,0.012819220723803945
1,2,which,1,0.0020363239508608597
1,2,who,1,0.010577194134610387
1,2,willingly,1,0.3677969010403585
1,2,witnesses,1,0.32279978560026945
1,2,your,1,0.07102913218439136
1,3,'s,1,0.0024674502222010513
1,3,(,1,0.012235978202175608
1,3,),1,0.012235978202175608
1,3,",",201,0.0
1,3,--,1,0.001128213243020011
1,3,a,51,0.006716829748361941
1,3,abandoned,1,0.01881273489315751
1,3,aboriginal,1,0.017211102580285062
1,3,abroad,1,0.008427347623255324
1,3,abuses,1,0.012992212497922127
1,3,academies,1,0.028762983649376416
1,3,accidents,1,0.028762983649376416
1,3,according,1,0.012992212497922127
1,3,acknowledge,1,0.015902473695539817
1,3,acquired,1,0.01881273489315751
1,3,actions,1,0.012992212497922127
1,3,adapted,1,0.014796043738642066
1,3,add,1,0.009325717004557916
1,3,added,1,0.013837610515048056
1,3,administration,3,0.012345722434892304
1,3,admiration,1,0.01881273489315751
1,3,admitted,1,0.011551881069091354
1,3,adopt,1,0.012235978202175608
1,3,adopted,1,0.010927349317430364
1,3,adoption,1,0.011551881069091354
1,3,advantage,1,0.009820919360532613
1,3,after,3,0.01785667481796274
1,3,against,1,0.002285729445956703
1,3,age,1,0.010352835797928195
1,3,ages,1,0.012992212497922127
1,3,agriculture,1,0.008427347623255324
1,3,all,18,0.0
1,3,alteration,1,0.023787859271266965
1,3,altercation,1,0.028762983649376416
1,3,altered,1,0.01881273489315751
1,3,america,5,0.024228974912115807
1,3,american,3,0.0058066013544164075
1,3,amiable,2,0.05752596729875283
1,3,amicable,1,0.020877598073649268
1,3,among,4,0.007742135139221876
1,3,an,18,0.002370645793539508
1,3,ancient,1,0.007260853824066156
1,3,and,130,0.0
1,3,angel,1,0.023787859271266965
1,3,animated,2,0.041755196147298536
1,3,animosities,1,0.015902473695539817
1,3,animosity,1,0.028762983649376416
1,3,antiquity,1,0.028762983649376416
1,3,anxiety,1,0.011551881069091354
1,3,any,7,0.005803726795354025
1,3,anything,3,0.047707421086619455
1,3,apology,1,0.023787859271266965
1,3,appear,1,0.010352835797928195
1,3,appeared,1,0.01881273489315751
1,3,applauded,1,0.028762983649376416
1,3,apprehensive,1,0.028762983649376416
1,3,approbation,1,0.014796043738642066
1,3,ardent,1,0.012992212497922127
1,3,ardor,1,0.020877598073649268
1,3,are,5,0.0
1,3,arise,1,0.011551881069091354
1,3,armies,1,0.012235978202175608
1,3,artifice,1,0.028762983649376416
1,3,as,14,0.0018438356171973955
1,3,assembly,1,0.014796043738642066
1,3,assisted,1,0.023787859271266965
1,3,asunder,1,0.023787859271266965
1,3,at,6,0.002415522250255745
1,3,attachment,2,0.034422205160570124
1,3,attachments,1,0.020877598073649268
1,3,attention,2,0.016034176239625345
1,3,august,1,0.020877598073649268
1,3,authority,3,0.01613313425945623
1,3,batavian,1,0.028762983649376416
1,3,be,31,0.0
1,3,become,1,0.003887361758829152
1,3,been,8,0.002126935680058126
1,3,before,2,0.002565151815598475
1,3,being,1,0.005106826922194981
1,3,belligerent,1,0.023787859271266965
1,3,benevolence,2,0.04757571854253393
1,3,benevolent,1,0.023787859271266965
