,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0,0.3757583319440646,-0.29516265791304513,0.26267946971995415,0.04852657721736639,0.05533790047614568,0.12010462788456171,0.058020368128635216,0.24450700080937676,0.05182138630769873,-0.01033276923739819
1,0.12593451708326905,0.39837658040333973,0.34888442974772,0.04916161360699877,0.05549891684963663,0.12191195737439102,0.05880016543453318,0.24532935449078774,0.051899529209993016,-0.010379660730865192
2,-0.15353721033209106,-0.08609003071919218,0.5291138034278066,-0.05147261152505381,0.026354282181729218,0.09640477670073408,0.048137087816323726,0.23451748873517575,0.05059052901940192,-0.010079679172147967
3,-0.22192126388691694,-0.07395690625144545,0.48176499562185093,0.1572275138869422,-0.007616218271900355,0.10200808408870395,0.049518846774966756,0.2376164972351747,0.05034246159234221,-0.010184398956293292
4,-0.2648592241495161,-0.06413378520781321,0.45299001634527764,0.0817825712918832,0.1699218441958427,0.08948264639806987,0.04888747350443851,0.23529059361987426,0.05080835188087247,-0.010123951549060406
5,-0.2957424753192108,-0.06147973191482136,0.4279220915346099,0.05354775923435912,0.06441027759398527,0.16792049778734994,0.14276310070182657,0.22609942583527384,0.05015442843744278,-0.01031463106229606
6,-0.3163245537967552,-0.05600775113119949,0.41385800985440907,0.052330032548421716,0.06717193723483776,0.21129035393830475,0.004344988729566444,0.23350867044834753,0.04922088314602732,-0.00992696738393698
7,-0.33281020720030663,-0.05304595049661571,0.40289451683642113,0.04994416419727939,0.0599660688491064,0.13106665868076925,0.0635586921290373,0.28112122273696155,0.07120232985150951,-0.006433823042998258
8,-0.3445939206327562,-0.050155181374600705,0.3965978312838515,0.04976325637631754,0.060002603112893765,0.1299955136851946,0.0618216815290346,0.27251624422583404,0.06861608333683705,-0.011464149593058914
9,-0.3543027832231525,-0.04828918625960187,0.39105806569899076,0.04958537909148846,0.05767575281351994,0.12638373458372235,0.06249918597742973,0.2594362444614388,0.056651361019165465,-0.010300357376468953
10,-0.36009777942730253,-0.04734746461731822,0.38697287473273523,0.04831338417376308,0.05893843254804655,0.12557470877379315,0.063649739988601,0.27752554636345256,0.00046942638194876624,-0.011291209915272611
11,-0.3674717596734614,-0.0461148625509025,0.3827750494027218,0.049560622873600295,0.05661230232904652,0.12412535350875627,0.06108167562635397,0.26299322371759104,0.06148719664760897,-0.0022469300430704242
12,-0.3722977918216538,-0.04473423860920413,0.3804780430474199,0.04971408558833536,0.056931298385890776,0.12451525977288243,0.0610594315329259,0.2554913103504912,0.05657370849626073,-0.01022388715767702
13,-0.3780083487133337,-0.04366254250242569,0.37702982329975504,0.048553534355330635,0.05622464871596297,0.12336923823660856,0.05967769243178175,0.25152881134613886,0.05431674790800622,-0.010073646367169157
14,-0.38165627136844954,-0.042743325416279336,0.37522385183134094,0.049367313906395795,0.057329634808571395,0.12291566790140551,0.059495002029821345,0.25274331277220874,0.05410303618901864,-0.009393904034389711
15,-0.38469616638014525,-0.04190285342430462,0.3723558784683944,0.04828248011390657,0.055463181793929235,0.12337558945983199,0.05981887181786634,0.25208158220551546,0.0514583158836362,-0.009594305207081804
16,-0.38776395664705204,-0.041907629375381915,0.3709667625207806,0.04952775294997927,0.05522021271930561,0.12258041971961274,0.05970386934930348,0.24966538816781278,0.05339925241803612,-0.009411128005605519
17,-0.39071779054884564,-0.04079999882748698,0.36956620061234546,0.04853375876900651,0.0551883329789599,0.12169761757716346,0.0588807890085376,0.2497300378704694,0.054340193630742877,-0.0098930954532251
