,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
18,-0.39284023108876787,-0.04007017032335076,0.36825475722962325,0.049342337591371625,0.05481288062619285,0.12130883808394982,0.05883684345173712,0.24811059604745633,0.05410583393645948,-0.010919709713183767
19,-0.3952821872036108,-0.04017065942460719,0.36630779462343777,0.0482529902767516,0.05522591376578968,0.12130888871077662,0.05819149182225685,0.24773600335978868,0.05540307250248653,-0.06036286401026174
20,-0.39697777933888834,-0.03891717431666903,0.36558807110748215,0.048168176279550175,0.05565695515988898,0.12059728064622134,0.05879808840023248,0.247027226596827,0.052679049575233734,-0.008972872090088726
21,-0.3991478711638644,-0.03939953593773709,0.3648134483116587,0.04839398999421058,0.054911607130519104,0.12082516373340281,0.058454870269375916,0.24633918427395216,0.05307355637385944,-0.009899937414742384
22,-0.40087144428455407,-0.039092161783418455,0.3636075796471159,0.047950033806530984,0.054742121230024296,0.1207273169593724,0.05851415314577598,0.24626893382552617,0.05245059365579475,-0.010038994579694531
23,-0.40254844945308843,-0.03823234448560184,0.36288601067913523,0.047854254349801784,0.054561392561937705,0.12078939931444352,0.058482823271166086,0.2450700831780347,0.052687784749628715,-0.00977628627187165
24,-0.40359190540073214,-0.038055215558606394,0.3615217619194997,0.048121054157260715,0.05482923254837073,0.12018453308035607,0.058399953105348304,0.2452160156158217,0.05199424557398981,-0.009316278006539867
25,-0.4049182416518073,-0.037909294032308284,0.36137411067573993,0.047469755131947323,0.05475554314125087,0.12048833017886677,0.05832531447574012,0.24493492805097733,0.05231616453440722,-0.009633454680351115
26,-0.40590393561507393,-0.0376558548658406,0.3602781658860683,0.04836491200109211,0.05454246539633913,0.11996221996447086,0.05840970047138146,0.24465454765886435,0.0514744554993236,-0.009161232236648888
27,-0.40725263556235797,-0.03762829533595702,0.3600334470415563,0.047693206978459385,0.05460668569468028,0.1203905001743218,0.058196157982608944,0.2448170235106358,0.05202450644216561,-0.009533501885572853
28,-0.4083206346960072,-0.03757326975932678,0.35944037024719167,0.04766302593863048,0.054618386155990135,0.12006683100298352,0.05802683613376578,0.24427507085611683,0.052140031441268296,-0.009502242064058029
29,-0.4092657553773237,-0.0373222565773983,0.3588597194589071,0.04760927384279702,0.05460239065675083,0.11924970971095716,0.05774508330853628,0.24259198219066636,0.052136477186496624,-0.009142530596923052
30,-0.40994959214994925,-0.03701590092851157,0.3580605114329928,0.047564630839567947,0.05448270546225923,0.11986240043955144,0.05809855270808474,0.24388581810504306,0.052142837477051195,-0.009404330877198405
31,-0.41066986312269166,-0.037262904911689654,0.3575226582428011,0.047807605739613804,0.0541789734749207,0.11898918470129823,0.05766527167971413,0.24202072831070784,0.051966210900416636,-0.008904892049266235
32,-0.41126937147576675,-0.037162989177694505,0.35695701624387566,0.04813781682986569,0.05445160280813931,0.11926941759331816,0.05813767794857194,0.24206465095457821,0.0518870116542179,-0.009598968864291242
33,-0.41222267813135266,-0.036596804029635895,0.356841123546921,0.04761255084013762,0.05408434499600864,0.11951335865998122,0.057653022223430855,0.241994496645631,0.05177025202142926,-0.009278881552621228
34,-0.412922160238646,-0.036718712060929956,0.3565713473509252,0.04781889751303697,0.05436984601548057,0.1193772173257765,0.0577701735291682,0.24275747856171895,0.052153032151015695,-0.009186015515051495
35,-0.4136979283988752,-0.03640440036320691,0.35599434593767926,0.047435158806567325,0.05415446976016739,0.11931232545178323,0.05795808044387234,0.2427100714539861,0.05151087222168294,-0.009053513374597508
36,-0.4141389359631587,-0.03622656128641453,0.35543025607731227,0.04755985007883694,0.054396100840420916,0.11902021408688447,0.05797652543687732,0.24229549840214076,0.05136128113655855,-0.009026494472923733
37,-0.41476193181612203,-0.03613458289503974,0.35524118912618813,0.04766436410498034,0.054180739577519225,0.11902954863741178,0.057411804426529954,0.24132194327692888,0.051329222408575896,-0.00900143169568948
38,-0.41544310395468176,-0.03609676614430395,0.35497781224102964,0.047462141430137245,0.05364941886226948,0.11880446522120996,0.057490406669929175,0.2414506438507402,0.05145687783653646,-0.00950568447648845
39,-0.41543384719497206,-0.035549897155858594,0.3539754788448812,0.04785172033548537,0.053643879574917085,0.118052787558117,0.057608759832655926,0.2390296169920315,0.05142544556179102,-0.010225902748389488
40,-0.41632837791637817,-0.035884992674737756,0.35438942758175135,0.04757305104310958,0.054093099683194125,0.11887435091398851,0.05767802183636341,0.2413085751730504,0.05157580885609844,-0.009030276362808174
41,-0.41648858753248785,-0.03517250124279047,0.35376475007150565,0.047393787945854346,0.05375953781524705,0.11880479444046438,0.05745064870761445,0.2411138202861536,0.05140814255405477,-0.00950280153476477
42,-0.41736646286475165,-0.03557158412749697,0.3538464732055467,0.04761418031072229,0.054001049442820956,0.11869439276166732,0.05758511736995225,0.24116318021534766,0.051488242924281384,-0.009392279957025034
43,-0.4174369500298341,-0.03561501669732279,0.3533105853761042,0.04792644300191706,0.053607640478975115,0.11864323939585238,0.05708263819697702,0.24045475755365875,0.05096939173768697,-0.009595895441413493
44,-0.4180235033171847,-0.03542476414523336,0.353223140240741,0.047887743328669824,0.053905506951449085,0.11853129592682356,0.05774258554737474,0.2404860173934938,0.05123521042960881,-0.009911046589158602
45,-0.41843559415274384,-0.03526708142290706,0.35305696334232756,0.04778322951940902,0.053650330654372635,0.11842662943530911,0.057314689255124056,0.2402923855688255,0.051163397669870624,-0.009287601741269006
46,-0.41865718215686526,-0.03519456629735626,0.3526112325753232,0.0475071632365588,0.05352978995361707,0.11820870253372583,0.05751785503937363,0.24023134207614655,0.05114178658440624,-0.009440965399430073
47,-0.4189187064941964,-0.034888279011391604,0.35238970030167455,0.04757151708960045,0.05387347350365832,0.11824521119643634,0.057397187379041426,0.24004689145970795,0.05112978814461889,-0.009192969040301693
48,-0.41950976297595727,-0.03502837311989908,0.3523024896564286,0.04758827627993096,0.0536371346523887,0.11844443780012405,0.05742399114993723,0.24059975656593646,0.05119072722466324,-0.009177896980524899
49,-0.4198910632350271,-0.03500378668921482,0.3521744771493021,0.0474710700217779,0.0536066661866521,0.11840184964705645,0.0575951179404449,0.24049766076105905,0.05110563497305834,-0.009242851318389094
50,-0.4201791473575463,-0.03504604755921515,0.3519675057044821,0.04772301435350645,0.0535866629585029,0.11806602929739499,0.05743484976837942,0.2403376953892913,0.0512293264645949,-0.009178234274905763
51,-0.42047174359787853,-0.034723480111253764,0.3516910094287257,0.04730051636906189,0.05359669629286607,0.11833470639976469,0.0574584722148902,0.24030365200796167,0.05112825026635787,-0.009213773652673648
52,-0.42075154616919075,-0.03482367733702643,0.35169626951156235,0.04753386110105925,0.05329480698823686,0.11806927192810199,0.057481504963192445,0.2399646520584477,0.051114680884103536,-0.009291578761026232
53,-0.4210095874832911,-0.034836860844033396,0.3513925235113917,0.04740913040704179,0.05350001970737222,0.11806097628205928,0.057329475205910765,0.24009412740974367,0.050956369554255844,-0.009069504644027393
54,-0.42117968784388654,-0.034602978700774965,0.35129900935287794,0.047400345233590345,0.05357193021203077,0.1181696325513495,0.05732659000036647,0.23994954560564913,0.05093770157030668,-0.009216300003596821
