term_str,x,y,n,dfidf,pos_group
faculties,9.788364,-22.515322,10,23.502912408741125,NN
fail,-9.686567,25.6387,29,28.796246828663442,VB
failed,-2.1814528,19.242184,13,22.250877708197276,VB
failure,0.22925757,-4.548028,21,27.051959939986375,NN
fair,-2.3056386,2.646305,36,28.713533107284082,JJ
faith,7.474645,-14.970882,85,22.011649634964495,NN
faithful,3.6165662,-12.142394,35,28.713533107284082,JJ
faithfully,-7.423022,19.989288,16,24.59431618637297,RB
fall,-9.147234,10.795002,10,22.250877708197276,VB
false,-0.604719,4.5060706,15,22.250877708197276,JJ
families,7.781395,-2.719744,11,22.250877708197276,NN
family,7.3259926,-15.620335,25,29.00582481748225,NN
far,-10.13347,23.81063,77,22.011649634964495,RB
fate,-1.0149469,-4.8616657,12,23.502912408741125,NN
fathers,2.5336182,-5.818086,29,29.135211801540407,NN
favor,3.816715,-2.8949473,39,29.169888105663883,NN
favorable,-9.372422,2.0209432,10,23.502912408741125,JJ
favored,5.7629633,-2.03648,10,23.502912408741125,JJ
fear,-3.7871497,9.144316,39,28.437588093748378,NN
federal,11.435151,-26.392036,73,29.188632372745946,NN
feel,-8.317392,26.407465,29,29.082418087521972,VB
feeling,1.1430198,-7.7214613,27,25.541209043760983,NN
feelings,8.768527,-14.745634,13,23.502912408741125,NN
fellow,-10.693341,4.760691,47,29.135211801540407,JJ
fellow-citizens,-10.927319,5.217298,91,27.714749706752166,NN
felt,-6.738367,21.62222,17,28.117036768742114,VB
few,-2.0329654,-1.2004198,29,29.135211801540407,JJ
field,7.0931144,-4.385563,13,23.502912408741125,NN
final,9.314218,-17.082907,10,20.818033540269386,JJ
finally,-3.7617505,9.088338,14,25.541209043760983,RB
financial,4.919847,-6.281478,12,22.250877708197276,JJ
find,-6.926848,20.856606,64,22.82268438028926,VB
fire,2.3421576,0.38631028,13,23.502912408741125,NN
firm,-0.2500513,-7.1318135,21,29.188632372745946,NN
first,10.108915,-24.184801,94,20.27042360308082,JJ
fixed,-3.552548,3.067569,13,26.35676655364204,JJ
flag,0.052319873,-16.183258,12,23.502912408741125,NN
follow,-9.256725,15.056079,17,27.636067080538773,VB
followed,-3.9155588,15.985952,14,27.636067080538773,VB
for,12.973404,-25.778896,1134,0.0,IN
forbearance,-0.8865932,-11.329011,14,23.502912408741125,NN
force,4.4479785,-15.450784,76,26.777982833515537,NN
forces,3.868788,-4.8259254,23,27.636067080538773,NN
foreign,8.755577,-23.878262,101,25.642065497271314,JJ
forever,-6.060365,6.602908,14,27.636067080538773,RB
form,-0.24294673,-5.756703,43,27.714749706752166,NN
formation,4.8868313,-9.700731,12,23.502912408741125,NN
formed,1.3165509,2.7789247,24,27.051959939986375,VB
former,7.167752,-18.669798,19,24.59431618637297,JJ
forms,7.0435853,-19.68775,24,27.636067080538773,NN
forth,-2.5599442,0.48294476,18,28.117036768742114,NN
forward,-3.4410455,8.3257885,29,28.117036768742114,RB
found,-9.110385,25.71217,61,26.777982833515537,VB
foundations,2.7199194,-9.080975,15,26.35676655364204,NN
founded,-0.5067015,6.738552,15,25.541209043760983,VB
founders,8.552062,-11.206596,13,24.59431618637297,NN
four,-4.7002163,-5.3854156,30,28.501755416394552,CD
free,10.675055,-25.84893,177,11.85869684351175,JJ
freedom,9.119953,-25.160604,180,23.592493657326887,NN
friend,1.6815467,-4.9475937,12,24.59431618637297,NN
friendly,-2.6681108,0.9530773,20,25.541209043760983,JJ
friends,-9.558705,3.9751837,34,29.00582481748225,NN
friendship,0.43009925,-4.0611787,21,28.501755416394552,NN
from,14.63828,-17.284058,545,1.4294994135043235,IN
fulfillment,0.24401467,-12.045706,12,24.59431618637297,NN
full,6.7201285,-17.817947,63,26.23407353748423,JJ
fully,-1.6741241,13.294474,23,28.501755416394552,RB
functions,6.757483,-10.127223,19,28.796246828663442,NN
fundamental,-0.8749721,4.300548,14,24.59431618637297,JJ
further,-7.0208697,14.567453,34,29.188632372745946,JJ
future,7.6416073,-18.565409,86,14.164836175043943,NN
gave,1.0591631,12.048586,10,20.818033540269386,VB
general,8.77368,-21.997482,75,27.272134161077553,JJ
generally,-0.5149129,12.9108095,14,24.59431618637297,RB
generation,3.9723723,-3.5049798,31,28.117036768742114,NN
generations,1.8731904,-0.41576657,26,29.169888105663883,NN
generous,4.4983544,-10.881304,20,28.117036768742114,JJ
genius,8.329094,-15.769865,17,27.051959939986375,NN
give,-8.948777,18.687284,66,19.342342291834044,VB
given,-11.9335575,22.96121,62,25.642065497271314,VB
gives,-1.4449843,9.285102,11,24.59431618637297,VB
globe,9.502759,-14.737052,11,23.502912408741125,NN
glory,7.6022854,-12.254735,12,25.541209043760983,NN
go,-9.717968,22.224625,47,28.103919879972757,VB
goal,7.2441144,-13.9302,11,22.250877708197276,NN
god,-9.538068,13.595117,90,22.82268438028926,NN
gold,-8.488375,-1.4874536,10,20.818033540269386,NN
gone,-11.837421,11.771069,12,24.59431618637297,VB
good,6.312149,-0.7721071,141,10.658230506810046,JJ
govern,-6.709396,16.815075,18,25.541209043760983,VB
governed,-1.5598598,-9.89459,10,20.818033540269386,VB
government,11.974103,-27.799444,562,8.165843601063113,NN
governments,10.367322,-22.50371,50,27.714749706752166,NN
grant,5.385736,-9.284811,14,17.297158093186486,NN
granted,-3.4311082,20.422785,23,27.051959939986375,VB
grateful,3.3614295,-7.2907367,13,27.051959939986375,JJ
gratitude,3.4451654,-6.189552,16,27.051959939986375,NN
grave,-0.92246115,13.714153,10,19.17838327682102,JJ
great,11.7057,-26.75457,330,4.207839759945508,JJ
greater,1.2777556,-1.9192837,49,27.714749706752166,JJ
greatest,8.004227,-17.119404,39,28.713533107284082,JJ
greatly,-6.442169,19.200294,19,26.35676655364204,RB
greatness,1.471747,-13.756054,12,22.250877708197276,NN
ground,1.5768753,-6.2914267,11,24.59431618637297,NN
growing,-2.97293,0.076290146,12,22.250877708197276,VB
growth,5.9509797,-17.185915,27,29.00582481748225,NN
guaranty,-4.837284,4.3358808,11,24.59431618637297,NN
guidance,-0.5525025,-0.18140665,16,28.117036768742114,NN
guide,-7.6985855,2.9089253,11,24.59431618637297,VB
habits,-1.3710908,-15.478098,10,22.250877708197276,NN
had,-8.126915,28.026125,131,22.011649634964495,VB
half,5.4734244,-14.471841,13,25.541209043760983,PD
hand,-2.0724568,-3.822053,50,29.082418087521972,NN
hands,7.58613,-16.748154,43,28.929348421755872,NN
happily,-3.325608,19.612164,13,26.35676655364204,RB
happiness,6.860399,-20.465397,47,28.103919879972757,NN
happy,4.336003,0.96196866,30,27.636067080538773,JJ
hard,-5.173466,10.357117,14,25.541209043760983,JJ
harmony,3.9691682,-10.163974,26,28.501755416394552,NN
has,-7.753558,29.690569,599,0.0,VB
have,-8.2987995,29.723251,982,0.0,VB
having,-3.2064624,-4.7498074,46,29.169888105663883,VB
he,-11.119572,25.749302,109,21.16053487214126,PR
health,9.171064,-16.406166,17,25.541209043760983,NN
heard,-9.537482,21.245579,11,20.818033540269386,VB
heart,8.55219,-18.80234,37,28.929348421755872,NN
hearts,4.9208226,-13.544072,26,29.135211801540407,NN
heaven,2.2069166,-0.72186387,11,23.502912408741125,NN
held,-5.4385247,8.065467,16,26.35676655364204,VB
help,-8.788781,18.056059,53,29.135211801540407,VB
helped,-8.712234,24.615973,14,19.17838327682102,VB
hemisphere,4.890621,-5.095698,10,23.502912408741125,NN
her,1.9401734,-1.0118989,44,27.636067080538773,PR
here,-6.7882547,20.049149,73,22.011649634964495,RB
heretofore,-2.571964,19.88915,15,25.541209043760983,RB
high,3.451748,-11.385071,76,21.16053487214126,JJ
higher,-3.3303661,-4.593246,18,24.59431618637297,JJ
highest,6.748109,-18.16513,38,29.082418087521972,JJ
him,-6.8955197,11.1252165,47,29.00582481748225,PR
himself,-5.1231704,10.116788,22,29.00582481748225,PR
his,8.236413,-26.092516,207,11.85869684351175,PR
history,7.949624,-23.537262,93,24.319864607484806,NN
hitherto,5.3418694,4.9430895,10,20.818033540269386,NN
hold,-1.6381178,16.686354,37,29.00582481748225,VB
home,7.7305226,-21.226824,69,25.642065497271314,NN
homes,6.1358852,-21.625732,14,24.59431618637297,NN
honest,2.6684191,-9.986564,25,28.796246828663442,JJ
honor,8.288438,-16.764355,58,25.642065497271314,NN
honorable,4.1517587,-10.822101,28,29.135211801540407,JJ
hope,-8.508118,25.607763,112,14.164836175043943,NN
hopes,8.4853325,-16.412025,37,29.082418087521972,NN
hostile,3.4535315,1.7465284,10,22.250877708197276,JJ
hour,3.517083,-14.252333,11,23.502912408741125,NN
house,8.637456,-18.065332,11,22.250877708197276,NN
how,-6.1368937,15.83488,40,29.082418087521972,WR
however,-8.9086685,23.801594,54,28.103919879972757,RB
human,8.76068,-24.614847,93,23.592493657326887,JJ
humanity,3.2162604,-14.699679,28,29.135211801540407,NN
humble,-5.023237,6.758477,12,25.541209043760983,JJ
humbly,-5.5642,15.686356,11,23.502912408741125,RB
hundred,6.9548464,-12.503051,10,22.250877708197276,CD
i,-11.717969,28.494799,827,1.4294994135043235,PR
idea,-1.1767535,-7.504462,15,23.502912408741125,NN
ideal,-1.9541657,10.241118,12,22.250877708197276,NN
ideals,3.1921942,-19.611116,26,24.59431618637297,NN
ideas,7.1878853,-1.9873405,11,22.250877708197276,NN
if,-9.635668,29.243015,285,6.875176187496751,IN
ignorance,2.6656976,6.94072,11,22.250877708197276,NN
immediate,-2.3075738,-5.374758,19,26.35676655364204,JJ
importance,6.7839417,-13.463168,44,28.796246828663442,NN
important,-2.5014393,5.188385,63,25.642065497271314,JJ
imposed,-7.635636,3.2493083,13,25.541209043760983,VB
impossible,-8.608985,23.272875,14,26.35676655364204,JJ
improvement,4.842137,-17.44044,24,27.636067080538773,NN
in,12.83026,-27.492943,2730,0.0,IN
inauguration,2.5903904,-15.797299,11,24.59431618637297,NN
increase,7.233872,-16.72659,40,29.00582481748225,NN
increased,4.7049003,4.0789185,16,24.59431618637297,VB
increasing,-0.38052782,-2.4846401,20,27.051959939986375,VB
indeed,-6.5046105,14.970325,23,27.051959939986375,RB
independence,8.695198,-22.835144,44,28.437588093748378,NN
independent,7.8393874,-7.5296307,32,28.796246828663442,JJ
indispensable,-6.634182,-1.9193444,10,22.250877708197276,JJ
individual,6.350725,-16.955462,50,28.713533107284082,JJ
individuals,0.5313625,4.719252,24,29.135211801540407,NN
industrial,7.292976,-16.110796,32,27.636067080538773,JJ
industries,1.6336423,0.41305426,13,26.35676655364204,NN
industry,3.8532844,-8.790413,31,29.00582481748225,NN
inevitable,-1.2731628,13.248185,10,23.502912408741125,JJ
influence,8.544282,-18.709684,57,27.272134161077553,NN
information,-5.534384,-5.779885,12,24.59431618637297,NN
inhabitants,7.951845,-7.659473,10,19.17838327682102,NN
injury,-6.695326,15.629089,13,20.818033540269386,NN
injustice,1.8102484,-12.416076,13,26.35676655364204,NN
inseparable,8.62541,-9.777574,11,23.502912408741125,JJ
instance,-0.08276285,3.6978586,14,24.59431618637297,NN
instances,8.134593,-10.3986435,10,19.17838327682102,NN
instead,2.8068848,1.9245152,20,28.501755416394552,RB
institution,8.740231,-13.844873,11,23.502912408741125,NN
institutions,10.450995,-22.391348,76,28.103919879972757,NN
instrument,6.526082,-16.058743,33,28.796246828663442,NN
integrity,9.386696,-21.288296,24,28.501755416394552,NN
intelligence,6.0036163,-20.865137,19,28.117036768742114,NN
intelligent,-4.763967,-3.9646373,12,23.502912408741125,JJ
intended,-6.954068,11.926271,14,23.502912408741125,VB
intercourse,-1.0204942,-3.2347133,25,27.051959939986375,NN
interest,5.2165184,-16.506392,73,26.23407353748423,NN
interests,10.941869,-26.611212,112,25.003510832789107,NN
interfere,8.367249,-6.0302095,11,22.250877708197276,VB
interference,5.297827,-10.600247,12,23.502912408741125,NN
internal,-3.8261285,-0.80047846,21,26.35676655364204,JJ
international,4.1769505,-10.406028,35,28.117036768742114,JJ
interstate,1.6195211,5.8676205,10,5.78135971352466,JJ
into,11.770852,-18.872843,123,15.269083229370153,IN
intrusted,3.8809278,2.1533654,11,22.250877708197276,VB
invasion,-3.0580456,3.4868493,14,19.17838327682102,NN
invoke,-2.7090704,16.442255,10,24.59431618637297,VB
involved,-3.0932434,-9.729767,10,20.818033540269386,VB
is,-6.4607534,27.079245,1386,1.4294994135043235,VB
islands,9.499059,-20.933136,11,17.297158093186486,NN
issue,1.2996411,-11.945783,17,24.59431618637297,NN
it,-11.611451,28.535976,1349,0.0,PR
its,9.933631,-27.831665,557,2.832280724957402,PR
itself,4.2184553,-9.607276,72,23.592493657326887,PR
january,-0.26672548,7.751543,19,29.135211801540407,NN
jefferson,-0.92729557,9.454965,11,19.17838327682102,NN
join,-9.167149,17.491919,19,27.636067080538773,VB
journey,-3.0625224,9.373221,12,19.17838327682102,NN
judgment,-1.3482552,3.0083857,36,28.929348421755872,NN
judicial,5.5496087,-8.19294,11,22.250877708197276,JJ
jurisdiction,-4.0964575,4.550901,16,20.818033540269386,NN
just,3.7054336,-5.7823105,115,11.85869684351175,RB
justice,3.1991613,-16.277346,134,14.164836175043943,NN
justly,-7.475071,17.042002,15,27.636067080538773,RB
keep,-9.067391,18.861467,24,29.135211801540407,VB
keeping,2.6214542,0.62849027,10,22.250877708197276,VB
kept,-10.093881,24.838564,11,25.541209043760983,VB
kind,-5.289667,8.586356,12,24.59431618637297,NN
know,-9.391318,28.501644,95,25.003510832789107,VB
knowing,-3.4011724,14.590285,11,24.59431618637297,VB
knowledge,5.890783,-11.6364565,37,29.188632372745946,NN
known,-5.733713,21.119478,25,29.169888105663883,VB
labor,1.9428897,-1.2592854,45,29.169888105663883,NN
land,11.198663,-22.940071,68,23.592493657326887,NN
lands,0.85542595,6.1416183,20,29.00582481748225,NN
language,4.914399,-10.437805,12,23.502912408741125,NN
large,-2.7653148,5.374775,37,29.169888105663883,JJ
largely,0.48194095,-8.983229,10,23.502912408741125,RB
larger,4.325414,-15.469095,14,24.59431618637297,JJ
last,0.4446566,-2.848146,41,28.437588093748378,JJ
lasting,6.1939683,-12.66804,14,26.35676655364204,JJ
late,4.990423,1.9139249,14,22.250877708197276,JJ
latter,-4.290915,6.584629,11,20.818033540269386,NN
law,8.892546,-23.9833,125,22.82268438028926,NN
laws,10.483902,-23.32427,132,25.003510832789107,NN
lead,-8.420386,14.848153,27,29.169888105663883,VB
leaders,8.033581,-22.32145,13,22.250877708197276,NN
leadership,5.945878,-6.241611,21,23.502912408741125,NN
leading,1.5945551,-8.776328,14,26.35676655364204,JJ
leads,-8.979371,7.936277,10,20.818033540269386,VB
learn,-7.16063,15.054991,13,24.59431618637297,VB
learned,-9.300786,26.51095,13,22.250877708197276,VB
least,-8.042866,11.789985,18,26.35676655364204,JJ
leave,-8.030946,21.058731,23,29.135211801540407,VB
led,-4.7438912,21.614965,15,28.117036768742114,VB
left,-3.8619912,20.63842,23,27.636067080538773,VB
legal,1.2605556,-9.825285,13,24.59431618637297,JJ
legislation,-3.9034781,9.609097,42,28.501755416394552,NN
legislative,10.0994835,-22.03579,26,26.35676655364204,JJ
legislature,1.1721518,9.263615,14,19.17838327682102,NN
legitimate,2.4051394,-6.6616535,20,26.35676655364204,JJ
less,-8.238583,21.971401,77,17.376116065169615,JJ
let,-4.624109,23.466167,142,22.82268438028926,VB
liberal,6.2961617,-4.9461975,17,25.541209043760983,JJ
liberties,6.170933,-11.83247,14,23.502912408741125,NN
liberty,10.108786,-25.425413,114,18.37726474549189,NN
lies,-1.5973272,-4.5533075,18,27.051959939986375,VB
life,9.680322,-24.648975,130,13.027797773774324,NN
light,0.33147743,-7.7160535,25,28.501755416394552,NN
like,0.10598633,-7.0229015,55,28.713533107284082,IN
likely,-3.6855397,6.3425226,14,19.17838327682102,JJ
limitations,4.696472,-8.805531,15,27.051959939986375,NN
limited,-1.7201362,8.45635,20,28.501755416394552,JJ
limits,8.239359,-10.895466,37,28.796246828663442,NN
lines,-0.6151799,-6.3948674,18,26.35676655364204,NN
little,-9.221249,22.070063,34,29.082418087521972,JJ
live,-7.6689754,20.16895,52,28.103919879972757,VB
lives,9.561538,-21.593033,46,28.437588093748378,NN
living,-4.8053565,-1.9022837,19,27.051959939986375,NN
local,5.9793224,-8.636286,41,29.082418087521972,JJ
long,-9.156141,22.644264,89,16.33977621132777,RB
longer,-6.6643233,18.465334,22,28.796246828663442,RB
look,-8.30616,25.498798,42,29.082418087521972,VB
looking,-3.3535435,-3.2277434,13,22.250877708197276,VB
loss,-1.9060171,-7.2604027,12,23.502912408741125,NN
lost,-4.0808215,2.7515733,10,23.502912408741125,VB
lot,-7.860262,-0.13129956,11,23.502912408741125,NN
love,3.931743,-2.619087,50,27.714749706752166,NN
made,-11.530981,23.807228,152,17.376116065169615,VB
magistrate,7.582762,-0.89569086,11,22.250877708197276,NN
maintain,0.65439975,0.86722404,46,26.777982833515537,VB
maintained,-2.2620108,17.09057,18,27.636067080538773,VB
maintaining,4.572627,-18.924381,16,24.59431618637297,VB
maintenance,8.633815,-24.639341,18,27.051959939986375,NN
majority,7.5256815,-9.724512,24,26.35676655364204,NN
make,-9.336428,25.438524,131,16.33977621132777,VB
makes,-0.6679058,-7.2920914,15,27.051959939986375,VB
making,-2.9758382,-3.029225,36,29.135211801540407,VB
man,4.1263533,-3.3265486,94,23.592493657326887,NN
mankind,1.9670734,-13.523118,42,28.713533107284082,NN
manner,0.33753842,-1.2934052,21,27.051959939986375,NN
manufactures,-8.917424,6.065726,16,25.541209043760983,NN
many,3.6401105,-20.748814,98,18.37726474549189,JJ
march,-5.060455,-0.6632545,42,22.011649634964495,NN
marked,-4.387546,-0.10070937,10,22.250877708197276,VB
markets,5.355422,-10.016713,13,24.59431618637297,NN
mass,9.368397,-13.210152,12,23.502912408741125,NN
master,-3.668118,13.760217,10,20.818033540269386,NN
material,-3.3975437,2.6370745,26,28.796246828663442,NN
matter,-4.8734612,15.973881,13,23.502912408741125,NN
matters,4.71243,-1.7808228,22,28.796246828663442,NN
may,-9.439548,29.892612,331,5.55565294921136,MD
me,-10.760443,25.107727,186,13.027797773774324,PR
mean,-5.899806,22.994608,13,22.250877708197276,VB
meaning,5.7509627,-18.719622,11,22.250877708197276,NN
means,-2.1716135,4.6010113,70,24.319864607484806,NN
measure,-2.4814699,9.577173,23,29.135211801540407,NN
measures,-1.6576781,6.7206903,42,28.796246828663442,NN
meet,-0.932517,15.525843,48,26.777982833515537,VB
member,2.9308598,-14.428922,14,24.59431618637297,NN
members,7.8287387,-14.347017,32,28.501755416394552,NN
men,4.2321043,-20.662836,137,14.164836175043943,NN
mere,1.2212466,-2.625539,26,26.35676655364204,JJ
merely,-7.733725,18.327564,24,28.501755416394552,RB
met,2.937182,11.738618,11,22.250877708197276,VB
method,6.1892347,-19.868877,11,20.818033540269386,NN
methods,0.63633674,-3.8716917,24,25.541209043760983,NN
might,-6.8061004,26.1934,66,26.777982833515537,MD
mighty,3.133952,-17.099749,13,25.541209043760983,JJ
military,4.9807434,-14.495924,32,29.00582481748225,JJ
militia,-8.015126,1.2546273,11,22.250877708197276,NN
millions,4.7627783,-20.44839,36,27.636067080538773,NN
mind,4.609882,-14.0709915,42,28.437588093748378,NN
minds,8.510708,-10.620763,13,24.59431618637297,NN
mine,0.4487429,3.4833205,14,24.59431618637297,NN
mission,-6.0091643,7.432069,10,22.250877708197276,NN
mode,-1.1970153,-10.605968,10,19.17838327682102,NN
modern,-0.5296819,-5.5978923,18,27.051959939986375,JJ
moment,-1.7495688,-7.7136207,32,29.135211801540407,NN
monday,-0.79951733,8.488396,14,27.636067080538773,NN
money,1.5494958,-3.0756462,35,28.117036768742114,NN
moral,10.765757,-21.590963,45,28.437588093748378,JJ
more,-12.58607,8.482081,302,6.875176187496751,RB
most,11.272937,-25.684023,169,13.027797773774324,RB
motives,-0.7760717,2.9170356,10,23.502912408741125,NN
move,-2.2339854,5.105076,13,25.541209043760983,VB
mr,0.9885694,2.9427602,31,25.541209043760983,NN
much,-10.224078,25.790823,98,22.011649634964495,JJ
must,-9.407745,29.905037,339,9.42706621456816,MD
mutual,2.8478472,-13.595518,23,27.636067080538773,JJ
my,-11.010283,13.935119,489,2.832280724957402,PR
myself,-8.376848,25.046982,33,29.135211801540407,PR
n't,-8.711654,25.952513,14,12.589191638410508,RB
name,-4.509647,12.971635,13,24.59431618637297,NN
narrow,3.8948839,-17.352947,12,23.502912408741125,JJ
nation,12.075311,-25.72665,286,6.875176187496751,NN
national,11.158857,-26.63898,154,15.269083229370153,JJ
nations,10.664419,-27.26942,191,9.42706621456816,NN
native,-2.0311413,-6.515725,11,22.250877708197276,JJ
natural,6.71176,-15.856348,15,26.35676655364204,JJ
nature,4.7051554,-5.040142,36,29.082418087521972,NN
naval,5.778175,-13.734496,17,22.250877708197276,JJ
navy,7.2065625,-19.270557,22,27.051959939986375,NN
nearly,-5.546804,11.103257,19,27.051959939986375,RB
necessarily,-3.3033264,18.032291,10,20.818033540269386,RB
necessary,-4.1997285,6.6412263,82,27.714749706752166,JJ
necessities,5.1481996,-11.730678,11,22.250877708197276,NN
necessity,6.980332,-19.365278,34,29.082418087521972,NN
need,-8.344252,26.928284,73,22.011649634964495,VB
needed,-5.430432,12.984659,20,26.35676655364204,VB
needs,1.1533754,-6.0304284,25,29.135211801540407,NN
negro,9.396039,-10.936105,13,9.56271942704932,NN
neighbors,4.2988157,-17.548151,18,28.117036768742114,NN
neither,-7.0958076,18.942162,28,29.00582481748225,DT
never,-10.363895,27.966719,119,15.269083229370153,RB
new,11.518034,-26.660112,224,11.85869684351175,JJ
next,1.5481789,3.047036,12,24.59431618637297,JJ
no,-10.72656,28.196726,446,2.832280724957402,DT
noble,2.5896297,2.504937,10,23.502912408741125,JJ
none,-7.661439,17.24622,32,29.135211801540407,NN
nor,-7.150264,18.909231,81,21.16053487214126,CC
north,8.237347,-19.792908,16,26.35676655364204,NN
not,-11.141616,28.914825,952,1.4294994135043235,RB
nothing,-9.739486,24.805868,48,28.713533107284082,NN
now,-9.492696,28.05209,207,8.165843601063113,RB
number,5.3783703,-15.294877,25,28.796246828663442,NN
numbers,6.070735,-17.315882,12,24.59431618637297,NN
oath,-2.5596824,10.724969,46,26.23407353748423,NN
obedience,2.1894712,-3.9440815,11,24.59431618637297,NN
object,-3.8928595,6.635736,36,28.501755416394552,NN
objects,-3.5317032,4.556032,31,29.00582481748225,NN
obligation,4.527961,-12.162323,25,29.00582481748225,NN
obligations,2.1218348,-2.4894161,32,29.188632372745946,NN
observe,-1.8784646,14.648527,13,24.59431618637297,VB
observed,-5.7837677,21.02329,12,20.818033540269386,VB
obvious,-1.074331,7.270355,16,24.59431618637297,JJ
occasion,-2.2105262,10.340714,37,28.103919879972757,NN
occurred,-3.5270784,19.008469,10,19.17838327682102,VB
ocean,11.86867,-18.922226,15,25.541209043760983,NN
of,12.828101,-27.819258,6911,0.0,IN
off,-3.6414156,4.0068464,13,24.59431618637297,RP
offer,-0.5929332,15.204142,17,28.501755416394552,VB
office,1.8642483,-13.702014,72,23.592493657326887,NN
officer,1.6215054,-5.711678,12,19.17838327682102,NN
officers,1.6914049,4.0005174,23,26.35676655364204,NN
offices,-1.2772092,6.3154187,16,23.502912408741125,NN
official,-8.905328,3.772312,18,26.35676655364204,JJ
often,-3.4464343,20.462557,27,29.188632372745946,RB
old,10.000119,-23.288013,72,26.23407353748423,JJ
on,12.837059,-25.940453,506,2.832280724957402,IN
once,-2.3713515,4.9374666,37,29.188632372745946,RB
one,8.083407,-24.711971,239,13.027797773774324,CD
only,-10.219424,26.936779,235,9.42706621456816,RB
open,1.3455086,-3.934568,19,28.117036768742114,JJ
operation,3.6134195,-19.294952,16,24.59431618637297,NN
opinion,2.742642,-1.8952137,49,29.082418087521972,NN
opinions,1.5708022,4.7056403,28,27.051959939986375,NN
opportunities,11.0533,-13.124705,12,25.541209043760983,NN
opportunity,0.5761156,-4.8223343,47,28.929348421755872,NN
opposed,-4.579194,17.574617,12,25.541209043760983,VB
opposition,8.972687,-18.49486,11,23.502912408741125,NN
or,11.43754,-22.85225,531,2.832280724957402,CC
order,5.872984,-18.707104,66,26.777982833515537,NN
ordinary,5.9572964,-7.5816283,11,23.502912408741125,JJ
organization,6.488353,-3.8747447,17,26.35676655364204,NN
organized,-3.1287322,11.437939,10,22.250877708197276,VB
original,13.845597,-21.872576,10,24.59431618637297,JJ
other,11.313065,-27.227928,257,6.875176187496751,JJ
others,-9.754959,13.9084215,75,22.82268438028926,NN
ought,-9.130317,28.27579,60,29.169888105663883,MD
our,9.965085,-28.039307,1993,1.4294994135043235,PR
ours,1.7915279,-1.4506226,21,27.051959939986375,NN
ourselves,-8.510501,17.805271,75,24.319864607484806,NN
out,8.356331,-21.285475,90,20.27042360308082,RP
over,10.753064,-21.297548,83,20.27042360308082,IN
own,12.889458,-26.599974,244,5.55565294921136,JJ
pacific,6.18574,-16.345203,13,23.502912408741125,NN
paid,-7.822135,19.128185,12,23.502912408741125,VB
part,10.606115,-21.822369,93,22.82268438028926,NN
partial,-5.5814657,12.547122,10,20.818033540269386,JJ
participation,6.146287,-20.616158,10,22.250877708197276,NN
particular,-0.1369065,5.9195666,14,24.59431618637297,JJ
parties,1.7725413,-15.20367,43,29.00582481748225,NN
partisan,-6.669456,-7.1407223,14,20.818033540269386,JJ
parts,10.143203,-24.983774,25,28.501755416394552,NN
party,8.156959,-21.846077,78,27.714749706752166,NN
pass,-8.914052,12.189148,16,26.35676655364204,VB
passed,-12.044882,22.525728,36,29.00582481748225,VB
passion,-5.518375,1.6444135,18,27.051959939986375,NN
past,7.7115297,-14.518922,52,26.777982833515537,JJ
path,-6.172662,13.955236,16,27.636067080538773,NN
patriotic,-2.6360664,1.740576,26,28.501755416394552,JJ
patriotism,4.6695766,-14.276057,32,29.188632372745946,NN
pay,-8.490012,16.72773,24,28.501755416394552,VB
peace,8.240011,-25.673899,247,14.164836175043943,NN
peaceful,-1.0548195,-8.272889,25,28.796246828663442,JJ
peculiar,-3.586027,10.0451975,18,27.636067080538773,JJ
people,12.114602,-27.936316,556,2.832280724957402,NN
peoples,5.3702426,-19.530426,39,27.051959939986375,NN
perfect,-0.80422467,0.9197072,25,28.117036768742114,JJ
perform,-8.864798,18.509268,18,27.636067080538773,VB
performance,6.077783,-13.839818,16,24.59431618637297,NN
perhaps,-8.144758,21.153543,23,28.796246828663442,RB
period,-0.13818438,-0.12955973,39,29.169888105663883,NN
permanent,2.3237615,-7.29778,34,29.169888105663883,JJ
permit,-8.24971,20.038694,18,26.35676655364204,VB
permitted,-0.16015007,16.788105,11,22.250877708197276,VB
person,-4.1020412,1.827601,17,27.051959939986375,NN
personal,-2.0822337,1.8374014,28,29.188632372745946,JJ
persons,6.1670117,-8.765906,14,24.59431618637297,NN
physical,1.0968878,-10.868164,10,20.818033540269386,JJ
place,4.452928,-15.232917,69,18.37726474549189,NN
placed,-6.001222,19.800478,30,29.00582481748225,VB
places,5.89004,-16.265368,16,27.636067080538773,NN
plan,-10.5000725,16.316696,11,24.59431618637297,NN
plans,-1.1549904,10.891159,13,24.59431618637297,NN
pledge,-2.3693595,16.034657,33,29.188632372745946,NN
pledged,1.5961847,2.4235852,13,26.35676655364204,VB
point,2.9670596,-7.0593324,22,28.796246828663442,NN
points,-1.2394884,-7.9820147,12,22.250877708197276,NN
policies,2.8954961,3.1849058,17,23.502912408741125,NN
policy,9.7542305,-17.633476,97,26.23407353748423,NN
political,8.606455,-23.165218,105,21.16053487214126,JJ
popular,2.6307986,-3.650085,26,28.117036768742114,JJ
population,4.2699823,4.5587716,34,29.188632372745946,NN
portion,8.077062,-17.221607,30,29.135211801540407,NN
position,-2.148052,11.398228,29,28.501755416394552,NN
possess,-6.4437447,20.99812,12,23.502912408741125,VB
possessed,-7.6350265,11.267503,10,19.17838327682102,VB
